"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"JAPAN"	"MIE"	"OWASE"	34.083	136.2	4193.442									0.08		2														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"JAPAN"	"MIYAZAKI"	"ABURATSU"	31.583	131.417	4044.681									0.1		2														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"WEWAK"	-3.57	143.63	83.989	8	20	45	2	1				2		1														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"		"MALOL"	-3.1	142.233	80.55									0.2	10	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"		"PAUP"	-3.242	142.593	38.617									2.29	30	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BORAM HOSPITAL 1"	-3.558	143.632	83.661									1.19	11	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BORAM HOSPITAL 2"	-3.558	143.632	83.661									1.34	10	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"		"SELEO ISLAND"	-3.151	142.489	51.556									1.22	10	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BIG MUSHU 2"	-3.404	143.561	70.826									1.78	37	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"JAPAN"	"BONIN IS, TOKYO"	"MIYAKE ISLAND"	34.067	139.483	4147.474									0.06		2														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	3359.466									0.08		2														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"JAPAN"	"MIYAZAKI"	"HOSOSHIMA"	32.433	131.667	4125.842									0.04		2														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"SANDAUN"	"AITAPE 3 (E. OF RIVER)"	-3.142	142.35	66.862									1.09	71	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"YUO VILLAGE 1"	-3.437	143.504	65.663									0.54	58.5	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"YUO VILLAGE 4"	-3.437	143.502	65.45									0.6	34.4	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"KERESAU 2"	-3.393	143.444	57.91									0.92	24.5	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BORAM BEACH"	-3.571	143.629	83.932									0.64	10	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"FAILAU 1"	-3.39	143.587	73.326									1.44	37.5	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"SANDAUN"	"AITAPE (BRIDGE)"	-3.142	142.346	67.298									1.04		5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BOIKEN 3"	-3.431	143.452	59.959									1.84	72.1	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"MOEM, WEWAK 1"	-3.555	143.705	91.054									1.23	25	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"NALE 2"	-3.441	143.584	74.314									1.06	31.1	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BAGATAI"	-3.386	143.57	71.387									2.63	36.4	5														
	2002	9	8	18	44	25.5	4	1	2398	7.6			"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"BOIKEN 2"	-3.429	143.451	59.784									2.56	80.9	5														
	2002	9	13	22	28	29.4	4	1	2399	6.5			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"ROSS ISLAND, ANDAMAN ISLANDS"	11.6755	92.7626	154.127											1														
	2002	9	13	22	28	29.4	4	1	2399	6.5			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"EAST ISLAND, ANDAMAN ISLANDS"	13.6375	93.055	66.561											1										1				
	2002	9	13	22	28	29.4	4	1	2399	6.5			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"ARIEL BAY, ANDAMAN ISLANDS"	13.2667	93	26.566											1										1				
	2002	9	13	22	28	29.4	4	1	2399	6.5			"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SMITH ISLAND, ANDAMAN ISLANDS"	12.5	92.833	64.554											1														
	2002	10	10	10	50	20.5	1	1	2400	7.6			"y"	"INDONESIA"	"WEST PAPUA"	"RANSIKI"	-1.5	134.167	31.888									5		1														
	2002	10	10	10	50	20.5	1	1	2400	7.6			"y"	"INDONESIA"	"WEST PAPUA"	"MANOKWARI"	-1.5	134.917	74.614									1		1														
	2002	10	10	10	50	20.5	1	1	2400	7.6			"y"	"INDONESIA"	"WEST PAPUA"	"ORANSBARI"	-1.35	134.267	45.128									5		1														
	2002	11	4				0	8	5532				"n"	"NEW ZEALAND"	"OTAGO"	"ALBERT TOWN"	-44.7	169.2	0											1														
	2002	12	30	13	15		4	7	2923		4703		"n"	"ITALY"		"SPIAGGIA LONGA, STROMBOLI ISLAND"	38.8118	15.2208	2.62									10.9		5														
	2002	12	30	13	15		4	7	2923		4703		"n"	"ITALY"		"PISCITA, STROMBOLI ISLAND"	38.8085	15.2333	2.792											5										1				1
	2003	1	20	8	43	6	4	1	2401	7.3			"n"	"SOLOMON ISLANDS"		"HONIARA, GUADALCANAL"	-9.429	159.955	147.595	20	9	43	1	0				0.03		2	24													
	2003	1	20	8	43	6	4	1	2401	7.3			"n"	"SOLOMON ISLANDS"		"MAKIRA ISLAND (SAN CRISTOBAL)"	-10.2386	161.4673	81.308	20	0	0						2		1														
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"CANADA"	"BC"	"BAMFIELD, BRITISH COLUMBIA"	48.837	-125.137	3833.573	22	9	0	7	0	23	13	0	0.04		2	5													
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"MEXICO"	"GUERRERO"	"ZIHUATANEJO"	17.667	-101.642	287.605	22	2	57	0	51				0.35		2														
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	3895.981	22	9	30	7	30	23	13	0	0.05		2	6													
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"MEXICO"	"MICHOACAN"	"LAZARO CARDENAS"	17.94	-102.17833	223.296	22	2	49	0	43				0.12		2														
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"CANADA"	"BC"	"WINTER HARBOR, BRITISH COLUMBIA"	50.513	-128.028	4109.198				10	0	23	6	30	0.04		2	23													
	2003	1	22	2	6	34.6	4	1	2402	7.5			"n"	"MEXICO"	"COLIMA"	"MANZANILLO"	19.05	-104.333	39.276	22	2	18	0	12				0.61		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"VALENCIA"	39.44203	-0.31128	441.592	21	20	14	1	30	22	1	55	0.33		2	32	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"IBIZA"	38.91123	1.44984	289.079	21	19	25	0	40	21	21	24	0.3		2	58	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"CARLOFORTE"	39.1436	8.3081	476.164	21	19	58	1	12	21	20	0	0.14		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA AGULLA, MAJORCA ISLAND"	39.723	3.45	306.679											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANT ANTONI"	38.98	1.3	303.504											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MAJORCA ISLAND, BALEARIC ISLANDS"	39.37	3.12	270.836									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"IBIZA, BALEARIC ISLANDS"	38.9	1.433	289.147									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"CAGLIARI"	39.2101	9.1142	541.429	21	20	0	1	16	22	1	49	0.12		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MURCIA"	37.983	-1.133	436.518											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ZEMMOURI-EL-BAHRI"	36.803	3.565	18.896											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"MARSEILLE"	43.2911	5.3558	717.66									0.02		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MENORCA ISLAND, BALEARIC ISLANDS"	39.88	4.25	328.126									3		1										2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"SICILY"	"PORTO EMPEDOCLE"	37.28576	13.52684	879.46									0.14		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.58	2.65	302.872											1		"R"								2				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA D'OR, MAJORCA ISLAND"	39.37	3.23	269.401											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"ANDRATX, MAJORCA ISLAND"	39.55	2.39	306.996											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"BOUMERDES"	36.767	3.477	25.96											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"MALAGA"	36.71184	-4.41709	718.49	21	20	45	2	1	21	23	30	0.12		2	35	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"BARCELONA"	41.34177	2.1657	502.289	21	20	0	1	15	21	23	10	0.22		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ALGIERS HARBOUR"	36.7845	3.068	54.253	21	18	49	0	5	21	21	18	0.11		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PORTO CRISTO, MAJORCA ISLAND"	39.54	3.34	287.094											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"NICE"	43.695667	7.2856	809.122	21	20	12	1	28	21	21	0	0.06		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"LIGURIA"	"GENOA"	44.398	8.95	939.413	21	20	40	1	56	22	4	49	0.06		2		"F"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"ALICANTE"	38.35	-0.483	394.462											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"LIGURIA"	"IMPERIA"	43.88	8.0188	853.049	21	20	30	1	46	22	0	20	0.03		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANTANYI, MAJORCA ISLAND"	39.33	3.145	266.098											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA LLONGA, MENORCA ISLAND"	39.89	4.3	329.962											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CASTELLON"	39.983	-0.033	463.278											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"AJACCIO"	41.92	8.76	705.023	21	20	0	1	16	21	23	30	0.06		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"		"LIVORNO"	43.54628611	10.29933889	924.387	21	21	0	2	16	22	7	31	0.12		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANT ANTONI"	38.9792	1.3014	303.357	21	19	52	1	8	21	20	12	0.98		2	21	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"FRANCE"		"TOULON"	43.11722	5.91306	710.291	21	20	0	1	16	21	22	39	0.1		2		"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ITALY"	"SICILY"	"PALERMO"	38.1214	13.3713	869.648									0.03		2														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"SANTA EULALIA"	38.99	1.54	290.529									1.5		1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"CALA GALDANA, MENORCA ISLAND"	39.94	3.96	331.574											1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PUERTO DE MAHON"	39.883	4.25	328.454									2		1										1				
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"ALGERIA"		"ALGIERS"	36.763	3.051	56.57											1														
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.55	2.633	300.116	21	19	36	0	52	21	21	37	0.58		2	75	"R"												
	2003	5	21	18	44	20.1	4	1	2403	6.8			"n"	"SPAIN"		"FORMENTERA ISLAND"	38.7	1.4	275.307											1										1				
	2003	5	27	17	11	28.8	4	1	3618	5.7			"n"	"SPAIN"		"PALMA DE MALLORCA, MAJORCA ISLAND"	39.55	2.633	301.393									0.08		2														
	2003	5	27	17	11	28.8	4	1	3618	5.7			"n"	"SPAIN"		"MAHON, MENORCA ISLAND"	39.883	4.25	332.022									0.08		2														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"VIEUX HABITANTS"	16.05	-61.75	87.408									0.6		1														
	2003	7	12				4	6	2694		4542		"n"	"MONTSERRAT"		"FARM BAY"	16.737	-62.153	3.323									4		1														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"DESHAIES, BASSE-TERRE ISLAND"	16.317	-61.783	61.684									1	25	1										1				
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"PLAGE DE LA PERLE"	16.33	-61.78	60.87											1														
	2003	7	12				4	6	2694		4542		"n"	"GUADELOUPE (FRENCH TERRITORY)"		"MALENDURE"	16.167	-61.783	74.631									0.46	20	1														
	2003	8	21	12	12	49.7	4	3	2953	7.2			"n"	"NEW ZEALAND"		"JACKSON BAY"	-43.9733	168.6161	171.678	21	14	13	2	0				0.15		2														
	2003	8	21	12	12	49.7	4	3	2953	7.2			"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	1817.627	21	15	39	3	26				0.07		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"CA"	"POINT ARENA, CA"	38.95	-123.73	7437.139	26	5	20	9	30				0.02		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	5994.774	26	3	30	7	40				0.2		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	6191.048	26	3	45	7	55				0.07		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KIRITAPPU"	43.083	145.133	173.09	25	20	23						1.3		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIRAOI"	42.55	141.35	226.69	25	20	36						0.64		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MURORAN"	42.35	140.95	252.012	25	21	3						0.26		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OIKAMANAI"	42.55777778	143.5086111	88.919									4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									3.3		5										1				
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ASAHI-GYOKO"	42.06361111	143.065	75.319									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MEGURO"	42.12222222	143.3208333	59.577									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ASAHIHAMA"	42.43694444	143.4036111	80.781									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.47694444	143.4291667	83.581									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CYOSETSUNUMA"	42.65472222	143.6125	96.453									3.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.66722222	143.6391667	97.266									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAROGAWA"	42.95527778	144.0619444	127.279									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SENPOSHI"	42.97583333	144.7225	145.265									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHINKAWA"	43.08	145.11	171.726									1.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIBUTO"	42.70833333	143.6825	100.99									2.7		5										1				
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ATSUNAI-GYOKO"	42.8075	143.8211111	110.49									1.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIRANUKA-GYOKO"	42.95305556	144.0866667	127.25									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.12916667	142.9075	90.123									2.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRONISHI PORT"	42.967	144.383	133.76									2		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOMAKOMAINISHIKO"	42.633	141.617	209.975	25	20	49						0.96		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKACHIKO"	42.3	143.317	72.88									2.8		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.96	143.242	57.733									3.9		1														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"CANADA"	"BC"	"TOFINO (CLAYOQUOT),BRITISH COLUMBIA"	49.153	-125.913	6669.045									0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28944444	143.32	71.851									3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FUSHIKO"	42.94944444	144.5402778	136.285									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"KESENNUMA"	39.88333333	141.625	288.324									0.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"YUDONUMA"	42.61083333	143.5627778	92.932									3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.13277778	142.9072222	90.298									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SAMANI"	42.13138889	142.9111111	89.942									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"FUEMAI-GYOKO"	42.04361111	143.1027778	71.606									1.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CAPE ERIMO"	41.92305556	143.2522222	55.912									3.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HYAKUNINHAMA"	41.96	143.2427778	57.671									3.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.47	143.4294444	82.893									3.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HAMATAIKI"	42.47138889	143.43	83.007									3.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"BANSEIONSEN"	42.53277778	143.4858333	87.091									4.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OIKAMANAI"	42.55944444	143.5108333	89.022									2.9		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"YUDONUMA"	42.58527778	143.5358333	90.97									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68333333	143.6463889	98.876									2.8		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-KO"	42.98333333	144.3711111	135.218									1.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO-GAWA"	43.00666667	144.3986111	138.347									1.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"TOKOTAN"	42.99305556	144.8741667	153.048									3.1		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98888889	144.8972222	153.649									4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"MABIRO"	42.98861111	144.9052778	153.975									2.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"MIYAKO-GYOKO"	39.64138889	141.9677778	291.844									0.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.67833333	143.6338889	98.567									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"OOTSU-GYOKO"	42.68055556	143.6347222	98.792									2.5		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ERIMOTOYO"	41.95027778	143.2186111	59.321									1.2		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"KUSHIRO"	42.9756	144.3714	134.401	25	20	6	0	16				0.65		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	360.72	25	20	44	0	54				0.1		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"WAKAYAMA"	"KUSHIMOTO"	33.467	135.783	1170.52									0.6		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	212.02	25	20	26	0	36				0.9		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"USA"	"OR"	"PORT ORFORD, OR"	42.737	-124.497	7143.062	26	5	44	9	54				0.04		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"AKKESHI"	43.033	144.85	155.85	25	20	5						1.14		2														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.28861111	143.3183333	71.878									2.6		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HIROO"	42.29722222	143.3227778	72.331									2.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"ASAHIHAMA"	42.41916667	143.3916667	79.63									1.7		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"CYOBUSHI"	43.255	145.5575	209.529									1.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"HOROKAYANTOU"	42.525	143.4780556	86.565									3.4		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"YUDONUMA"	42.59916667	143.55	92.037									3.3		5														
	2003	9	25	19	50	6.3	4	1	2406	8.3			"n"	"JAPAN"	"HOKKAIDO"	"SHIZUNAIGAWA"	42.33055556	142.3677778	139.884									0.8		5														
